MR,18,1112.99487305,0.62,PRAISE,SYMPATHETIC,UNPROMPTED
MR,18,1115.9942627,0.62,PRAISE,SYMPATHETIC,REFUSED
MR,18,1148.99450684,0.64,PRAISE,SYMPATHETIC,REFUSED
MR,18,1160.99487305,0.65,CHALLENGE,SYMPATHETIC,UNPROMPTED
MR,18,1188.99487305,0.66,PRAISE,SYMPATHETIC,PASSIVE_ACCEPTED
MR,18,1215.99511719,0.68,MAINTAIN,POSITIVE,UNPROMPTED
MR,18,1220.99487305,0.68,PRAISE,SYMPATHETIC,REFUSED
MR,18,1224.99511719,0.68,PRAISE,POSITIVE,UNPROMPTED
MR,18,1258.9942627,0.70,MAINTAIN,POSITIVE,REFUSED
MR,18,1296.9942627,0.72,PRAISE,POSITIVE,VALIDATED
MR,18,1321.9942627,0.74,PRAISE,SYMPATHETIC,UNPROMPTED
MR,18,1323.99414062,0.74,TIME,SYMPATHETIC,UNPROMPTED
MR,18,1332.99450684,0.74,TIME,SYMPATHETIC,REFUSED
MR,18,1344.9942627,0.75,TIME,CHALLENGING,UNPROMPTED
MR,18,1371.99511719,0.77,TIME,CHALLENGING,VALIDATED
MR,18,1407.99414062,0.79,CHALLENGE,CHALLENGING,UNPROMPTED
MR,18,1410.99511719,0.79,TIME,CHALLENGING,VALIDATED
MR,18,1428.99475098,0.80,TIME,SYMPATHETIC,UNPROMPTED
MR,18,1429.99462891,0.80,PRAISE,POSITIVE,UNPROMPTED
MR,18,1441.99487305,0.80,PRAISE,POSITIVE,REFUSED
MR,18,1459.99414062,0.81,TIME,CHALLENGING,UNPROMPTED
MR,18,1480.99511719,0.83,TIME,CHALLENGING,VALIDATED
MR,18,1497.9942627,0.84,WALK,POSITIVE,PASSIVE_ACCEPTED
MR,18,1535.9942627,0.86,CHECKPRE,SYMPATHETIC,VALIDATED
MR,18,1546.9942627,0.86,PRAISE,SYMPATHETIC,UNPROMPTED
MR,18,1570.9942627,0.88,CHECKPRE,SYMPATHETIC,REFUSED
MR,18,1587.99438477,0.89,PRAISE,SYMPATHETIC,UNPROMPTED
MR,18,1596.99499512,0.89,ANIMATION,POSITIVE,UNPROMPTED
MR,18,1609.9942627,0.90,ANIMATION,POSITIVE,VALIDATED
MR,18,1649.99475098,0.92,ANIMATION,POSITIVE,PASSIVE_ACCEPTED
MR,18,1684.99414062,0.94,ANIMATION,POSITIVE,REFUSED
MR,18,1720.99475098,0.96,ANIMATION,POSITIVE,REFUSED
MR,18,1721.9942627,0.96,SYMPATHISE,SYMPATHETIC,UNPROMPTED
MR,18,1753.99487305,0.98,CHALLENGE,SYMPATHETIC,REFUSED
MR,18,1792.99511719,1.00,SYMPATHISE,SYMPATHETIC,REFUSED
