LB,18,866.998168945,PRAISE,POSITIVE,REFUSED,
LB,18,890.997924805,0.57,PRAISE,POSITIVE,VALIDATED
LB,18,894.997924805,0.57,MAINTAIN,POSITIVE,UNPROMPTED
LB,18,924.997802734,PRAISE,POSITIVE,REFUSED,
LB,18,951.997802734,PRAISE,POSITIVE,REFUSED,
LB,18,975.997436523,PRAISE,POSITIVE,REFUSED,
LB,18,1000.99780273,0.64,PRAISE,POSITIVE,VALIDATED
LB,18,1030.9979248,PRAISE,POSITIVE,REFUSED,
LB,18,1058.99780273,PRAISE,POSITIVE,REFUSED,
LB,18,1082.99780273,PRAISE,POSITIVE,REFUSED,
LB,18,1108.99780273,PRAISE,POSITIVE,REFUSED,
LB,18,1134.99780273,PRAISE,POSITIVE,REFUSED,
LB,18,1157.99780273,PRAISE,POSITIVE,REFUSED,
LB,18,1188.99780273,0.75,PRAISE,POSITIVE,VALIDATED
LB,18,1194.99780273,0.76,TIME,SYMPATHETIC,UNPROMPTED
LB,18,1198.99780273,0.76,SPEEDUP,CHALLENGING,UNPROMPTED
LB,18,1199.99780273,0.76,SPEEDUP,CHALLENGING,UNPROMPTED
LB,18,1205.99780273,0.77,PRAISE,POSITIVE,UNPROMPTED
LB,18,1220.99841309,0.78,PRAISE,SYMPATHETIC,UNPROMPTED
LB,18,1246.99780273,0.79,TIME,POSITIVE,UNPROMPTED
LB,18,1247.99841309,PRAISE,POSITIVE,REFUSED,
LB,18,1284.99780273,0.82,PRAISE,SYMPATHETIC,VALIDATED
LB,18,1314.99780273,PRAISE,SYMPATHETIC,REFUSED,
LB,18,1315.99780273,0.84,CHALLENGE,SYMPATHETIC,UNPROMPTED
LB,18,1346.9979248,0.86,PRAISE,SYMPATHETIC,VALIDATED
LB,18,1351.99780273,0.86,TIME,SYMPATHETIC,UNPROMPTED
LB,18,1378.99780273,PRAISE,SYMPATHETIC,REFUSED,
LB,18,1380.99841309,0.88,CHALLENGE,SYMPATHETIC,UNPROMPTED
LB,18,1386.99780273,0.88,CHALLENGE,SYMPATHETIC,UNPROMPTED
LB,18,1415.99841309,0.90,PRAISE,SYMPATHETIC,VALIDATED
LB,18,1432.99841309,0.91,TIME,SYMPATHETIC,UNPROMPTED
LB,18,1438.99780273,0.91,TIME,CHALLENGING,VALIDATED
LB,18,1444.99780273,0.92,GET_CLOSER,CHALLENGING,UNPROMPTED
LB,18,1460.99780273,0.93,TIME,CHALLENGING,UNPROMPTED
LB,18,1476.99841309,TIME,CHALLENGING,REFUSED,
LB,18,1491.99829102,TIME,CHALLENGING,REFUSED,
LB,18,1502.99780273,0.95,WALK,POSITIVE,PASSIVE_ACCEPTED
LB,18,1513.99780273,0.96,PRAISE,SYMPATHETIC,VALIDATED
LB,18,1516.99780273,0.96,ANIMATION,POSITIVE,UNPROMPTED
LB,18,1530.99768066,PRAISE,SYMPATHETIC,REFUSED,
LB,18,1551.99841309,0.99,PRAISE,SYMPATHETIC,VALIDATED
LB,18,1562.99780273,PRAISE,SYMPATHETIC,REFUSED,
LB,18,1574.99841309,1.00,CHECKPRE,SYMPATHETIC,UNPROMPTED
,,,,,,
,,71690.8326262506,,,,
